,DATE,MARKET,CONVERSIONS
2442,2022-09-08T00:00:00.000,CA,40
2443,2022-09-09T00:00:00.000,CA,43
2444,2022-09-10T00:00:00.000,CA,40
2445,2022-09-11T00:00:00.000,CA,81
2446,2022-09-12T00:00:00.000,CA,67
2447,2022-09-13T00:00:00.000,CA,57
2448,2022-09-14T00:00:00.000,CA,84
2449,2022-09-15T00:00:00.000,CA,74
2450,2022-09-16T00:00:00.000,CA,55
2451,2022-09-17T00:00:00.000,CA,83
2452,2022-09-18T00:00:00.000,CA,61
2453,2022-09-19T00:00:00.000,CA,47
2454,2022-09-20T00:00:00.000,CA,28
2455,2022-09-21T00:00:00.000,CA,47
2456,2022-09-22T00:00:00.000,CA,3
2457,2022-09-23T00:00:00.000,CA,34
2458,2022-09-24T00:00:00.000,CA,63
2459,2022-09-25T00:00:00.000,CA,21
2460,2022-09-26T00:00:00.000,CA,59
2461,2022-09-27T00:00:00.000,CA,14
2462,2022-09-28T00:00:00.000,CA,34
2463,2022-09-29T00:00:00.000,CA,22
2464,2022-09-30T00:00:00.000,CA,84
2465,2022-10-01T00:00:00.000,CA,16
2466,2022-10-02T00:00:00.000,CA,80
2467,2022-10-03T00:00:00.000,CA,89
2468,2022-10-04T00:00:00.000,CA,63
2469,2022-10-05T00:00:00.000,CA,36
2470,2022-10-06T00:00:00.000,CA,91
2471,2022-10-07T00:00:00.000,CA,55
2472,2022-10-08T00:00:00.000,CA,75
2473,2022-10-09T00:00:00.000,CA,16
2474,2022-10-10T00:00:00.000,CA,14
2475,2022-10-11T00:00:00.000,CA,80
2476,2022-10-12T00:00:00.000,CA,29
2477,2022-10-13T00:00:00.000,CA,40
2478,2022-10-14T00:00:00.000,CA,12
2479,2022-10-15T00:00:00.000,CA,35
2480,2022-10-16T00:00:00.000,CA,54
2481,2022-10-17T00:00:00.000,CA,45
2482,2022-10-18T00:00:00.000,CA,46
2483,2022-10-19T00:00:00.000,CA,97
2484,2022-10-20T00:00:00.000,CA,82
2485,2022-10-21T00:00:00.000,CA,35
2486,2022-10-22T00:00:00.000,CA,84
2487,2022-10-23T00:00:00.000,CA,7
2488,2022-10-24T00:00:00.000,CA,12
2489,2022-10-25T00:00:00.000,CA,87
2490,2022-10-26T00:00:00.000,CA,45
2491,2022-10-27T00:00:00.000,CA,26
2492,2022-10-28T00:00:00.000,CA,27
2493,2022-10-29T00:00:00.000,CA,42
2494,2022-10-30T00:00:00.000,CA,69
2495,2022-10-31T00:00:00.000,CA,70
2496,2022-11-01T00:00:00.000,CA,44
2497,2022-11-02T00:00:00.000,CA,56
2498,2022-11-03T00:00:00.000,CA,45
2499,2022-11-04T00:00:00.000,CA,61
2500,2022-11-05T00:00:00.000,CA,59
2501,2022-11-06T00:00:00.000,CA,10
2502,2022-11-07T00:00:00.000,CA,22
2503,2022-11-08T00:00:00.000,CA,41
2504,2022-11-09T00:00:00.000,CA,22
2505,2022-11-10T00:00:00.000,CA,46
2506,2022-11-11T00:00:00.000,CA,61
2507,2022-11-12T00:00:00.000,CA,69
2508,2022-11-13T00:00:00.000,CA,56
2509,2022-11-14T00:00:00.000,CA,78
2510,2022-11-15T00:00:00.000,CA,24
2511,2022-11-16T00:00:00.000,CA,51
2512,2022-11-17T00:00:00.000,CA,30
2513,2022-11-18T00:00:00.000,CA,68
2514,2022-11-19T00:00:00.000,CA,96
2515,2022-11-20T00:00:00.000,CA,51
2516,2022-11-21T00:00:00.000,CA,38
2517,2022-11-22T00:00:00.000,CA,40
2518,2022-11-23T00:00:00.000,CA,36
2519,2022-11-24T00:00:00.000,CA,86
2520,2022-11-25T00:00:00.000,CA,62
2521,2022-11-26T00:00:00.000,CA,76
2522,2022-11-27T00:00:00.000,CA,85
2523,2022-11-28T00:00:00.000,CA,30
2524,2022-11-29T00:00:00.000,CA,37
2525,2022-11-30T00:00:00.000,CA,5
2526,2022-12-01T00:00:00.000,CA,80
2527,2022-12-02T00:00:00.000,CA,0
2528,2022-12-03T00:00:00.000,CA,3
2529,2022-12-04T00:00:00.000,CA,85
2530,2022-12-05T00:00:00.000,CA,77
2531,2022-12-06T00:00:00.000,CA,60
2532,2022-12-07T00:00:00.000,CA,18
2533,2022-12-08T00:00:00.000,CA,27
2534,2022-12-09T00:00:00.000,CA,81
2535,2022-12-10T00:00:00.000,CA,4
2536,2022-12-11T00:00:00.000,CA,78
2537,2022-12-12T00:00:00.000,CA,0
2538,2022-12-13T00:00:00.000,CA,29
2539,2022-12-14T00:00:00.000,CA,62
2540,2022-12-15T00:00:00.000,CA,9
2541,2022-12-16T00:00:00.000,CA,79
2542,2022-12-17T00:00:00.000,CA,91
2543,2022-12-18T00:00:00.000,CA,14
2544,2022-12-19T00:00:00.000,CA,66
2545,2022-12-20T00:00:00.000,CA,71
2546,2022-12-21T00:00:00.000,CA,42
2547,2022-12-22T00:00:00.000,CA,53
2548,2022-12-23T00:00:00.000,CA,62
2549,2022-12-24T00:00:00.000,CA,19
2550,2022-12-25T00:00:00.000,CA,18
2551,2022-12-26T00:00:00.000,CA,80
2552,2022-12-27T00:00:00.000,CA,93
2553,2022-12-28T00:00:00.000,CA,18
2554,2022-12-29T00:00:00.000,CA,25
2555,2022-12-30T00:00:00.000,CA,59
2556,2022-12-31T00:00:00.000,CA,42
2557,2023-01-01T00:00:00.000,CA,56
2558,2023-01-02T00:00:00.000,CA,54
2559,2023-01-03T00:00:00.000,CA,54
2560,2023-01-04T00:00:00.000,CA,53
2561,2023-01-05T00:00:00.000,CA,76
2562,2023-01-06T00:00:00.000,CA,13
2563,2023-01-07T00:00:00.000,CA,81
2564,2023-01-08T00:00:00.000,CA,78
2565,2023-01-09T00:00:00.000,CA,77
2566,2023-01-10T00:00:00.000,CA,88
2567,2023-01-11T00:00:00.000,CA,56
2568,2023-01-12T00:00:00.000,CA,84
2569,2023-01-13T00:00:00.000,CA,80
2570,2023-01-14T00:00:00.000,CA,76
2571,2023-01-15T00:00:00.000,CA,41
2572,2023-01-16T00:00:00.000,CA,88
2573,2023-01-17T00:00:00.000,CA,35
2574,2023-01-18T00:00:00.000,CA,74
2575,2023-01-19T00:00:00.000,CA,66
2576,2023-01-20T00:00:00.000,CA,3
2577,2023-01-21T00:00:00.000,CA,69
2578,2023-01-22T00:00:00.000,CA,21
2579,2023-01-23T00:00:00.000,CA,91
2580,2023-01-24T00:00:00.000,CA,48
2581,2023-01-25T00:00:00.000,CA,13
2582,2023-01-26T00:00:00.000,CA,1
2583,2023-01-27T00:00:00.000,CA,45
2584,2023-01-28T00:00:00.000,CA,74
2585,2023-01-29T00:00:00.000,CA,33
2586,2023-01-30T00:00:00.000,CA,69
2587,2023-01-31T00:00:00.000,CA,53
2588,2023-02-01T00:00:00.000,CA,24
2589,2023-02-02T00:00:00.000,CA,99
2590,2023-02-03T00:00:00.000,CA,2
2591,2023-02-04T00:00:00.000,CA,36
2592,2023-02-05T00:00:00.000,CA,18
2593,2023-02-06T00:00:00.000,CA,48
2594,2023-02-07T00:00:00.000,CA,17
2595,2023-02-08T00:00:00.000,CA,13
2596,2023-02-09T00:00:00.000,CA,91
2597,2023-02-10T00:00:00.000,CA,67
2598,2023-02-11T00:00:00.000,CA,50
2599,2023-02-12T00:00:00.000,CA,1
2600,2023-02-13T00:00:00.000,CA,36
2601,2023-02-14T00:00:00.000,CA,41
2602,2023-02-15T00:00:00.000,CA,3
2603,2023-02-16T00:00:00.000,CA,29
2604,2023-02-17T00:00:00.000,CA,33
2605,2023-02-18T00:00:00.000,CA,17
2606,2023-02-19T00:00:00.000,CA,22
2607,2023-02-20T00:00:00.000,CA,53
2608,2023-02-21T00:00:00.000,CA,89
2609,2023-02-22T00:00:00.000,CA,65
2610,2023-02-23T00:00:00.000,CA,33
2611,2023-02-24T00:00:00.000,CA,72
2612,2023-02-25T00:00:00.000,CA,68
2613,2023-02-26T00:00:00.000,CA,17
2614,2023-02-27T00:00:00.000,CA,17
2615,2023-02-28T00:00:00.000,CA,74
2616,2023-03-01T00:00:00.000,CA,78
2617,2023-03-02T00:00:00.000,CA,61
2618,2023-03-03T00:00:00.000,CA,21
2619,2023-03-04T00:00:00.000,CA,49
2620,2023-03-05T00:00:00.000,CA,75
2621,2023-03-06T00:00:00.000,CA,75
2622,2023-03-07T00:00:00.000,CA,14
2623,2023-03-08T00:00:00.000,CA,69
2624,2023-03-09T00:00:00.000,CA,5
2625,2023-03-10T00:00:00.000,CA,89
2626,2023-03-11T00:00:00.000,CA,42
2627,2023-03-12T00:00:00.000,CA,37
2628,2023-03-13T00:00:00.000,CA,83
2629,2023-03-14T00:00:00.000,CA,62
2630,2023-03-15T00:00:00.000,CA,10
2631,2023-03-16T00:00:00.000,CA,30
2632,2023-03-17T00:00:00.000,CA,35
2633,2023-03-18T00:00:00.000,CA,33
2634,2023-03-19T00:00:00.000,CA,28
2635,2023-03-20T00:00:00.000,CA,0
2636,2023-03-21T00:00:00.000,CA,39
2637,2023-03-22T00:00:00.000,CA,42
2638,2023-03-23T00:00:00.000,CA,4
2639,2023-03-24T00:00:00.000,CA,45
2640,2023-03-25T00:00:00.000,CA,85
2641,2023-03-26T00:00:00.000,CA,15
2642,2023-03-27T00:00:00.000,CA,38
2643,2023-03-28T00:00:00.000,CA,36
2644,2023-03-29T00:00:00.000,CA,56
2645,2023-03-30T00:00:00.000,CA,26
2646,2023-03-31T00:00:00.000,CA,23
2647,2023-04-01T00:00:00.000,CA,23
2648,2023-04-02T00:00:00.000,CA,89
2649,2023-04-03T00:00:00.000,CA,58
2650,2023-04-04T00:00:00.000,CA,18
2651,2023-04-05T00:00:00.000,CA,63
2652,2023-04-06T00:00:00.000,CA,83
2653,2023-04-07T00:00:00.000,CA,82
2654,2023-04-08T00:00:00.000,CA,85
2655,2023-04-09T00:00:00.000,CA,5
2656,2023-04-10T00:00:00.000,CA,85
2657,2023-04-11T00:00:00.000,CA,45
2658,2023-04-12T00:00:00.000,CA,10
2659,2023-04-13T00:00:00.000,CA,32
2660,2023-04-14T00:00:00.000,CA,71
2661,2023-04-15T00:00:00.000,CA,5
2662,2023-04-16T00:00:00.000,CA,39
2663,2023-04-17T00:00:00.000,CA,28
2664,2023-04-18T00:00:00.000,CA,64
2665,2023-04-19T00:00:00.000,CA,95
2666,2023-04-20T00:00:00.000,CA,53
2667,2023-04-21T00:00:00.000,CA,20
2668,2023-04-22T00:00:00.000,CA,28
2669,2023-04-23T00:00:00.000,CA,92
2670,2023-04-24T00:00:00.000,CA,49
2671,2023-04-25T00:00:00.000,CA,80
2672,2023-04-26T00:00:00.000,CA,23
2673,2023-04-27T00:00:00.000,CA,37
2674,2023-04-28T00:00:00.000,CA,47
2675,2023-04-29T00:00:00.000,CA,11
2676,2023-04-30T00:00:00.000,CA,90
2677,2023-05-01T00:00:00.000,CA,32
2678,2023-05-02T00:00:00.000,CA,9
2679,2023-05-03T00:00:00.000,CA,29
2680,2023-05-04T00:00:00.000,CA,36
2681,2023-05-05T00:00:00.000,CA,95
2682,2023-05-06T00:00:00.000,CA,15
2683,2023-05-07T00:00:00.000,CA,25
2684,2023-05-08T00:00:00.000,CA,23
2685,2023-05-09T00:00:00.000,CA,2
2686,2023-05-10T00:00:00.000,CA,24
2687,2023-05-11T00:00:00.000,CA,12
2688,2023-05-12T00:00:00.000,CA,47
2689,2023-05-13T00:00:00.000,CA,71
2690,2023-05-14T00:00:00.000,CA,68
2691,2023-05-15T00:00:00.000,CA,12
2692,2023-05-16T00:00:00.000,CA,14
2693,2023-05-17T00:00:00.000,CA,17
2694,2023-05-18T00:00:00.000,CA,80
2695,2023-05-19T00:00:00.000,CA,30
2696,2023-05-20T00:00:00.000,CA,8
2697,2023-05-21T00:00:00.000,CA,82
2698,2023-05-22T00:00:00.000,CA,26
2699,2023-05-23T00:00:00.000,CA,28
2700,2023-05-24T00:00:00.000,CA,76
2701,2023-05-25T00:00:00.000,CA,62
2702,2023-05-26T00:00:00.000,CA,31
2703,2023-05-27T00:00:00.000,CA,23
2704,2023-05-28T00:00:00.000,CA,44
2705,2023-05-29T00:00:00.000,CA,30
2706,2023-05-30T00:00:00.000,CA,3
2707,2023-05-31T00:00:00.000,CA,42
2708,2023-06-01T00:00:00.000,CA,15
2709,2023-06-02T00:00:00.000,CA,90
2710,2023-06-03T00:00:00.000,CA,73
2711,2023-06-04T00:00:00.000,CA,66
2712,2023-06-05T00:00:00.000,CA,46
2713,2023-06-06T00:00:00.000,CA,76
2714,2023-06-07T00:00:00.000,CA,55
2715,2023-06-08T00:00:00.000,CA,18
2716,2023-06-09T00:00:00.000,CA,13
2717,2023-06-10T00:00:00.000,CA,28
2718,2023-06-11T00:00:00.000,CA,33
2719,2023-06-12T00:00:00.000,CA,4
2720,2023-06-13T00:00:00.000,CA,96
2721,2023-06-14T00:00:00.000,CA,16
2722,2023-06-15T00:00:00.000,CA,51
2723,2023-06-16T00:00:00.000,CA,64
2724,2023-06-17T00:00:00.000,CA,53
2725,2023-06-18T00:00:00.000,CA,51
2726,2023-06-19T00:00:00.000,CA,59
2727,2023-06-20T00:00:00.000,CA,98
2728,2023-06-21T00:00:00.000,CA,71
2729,2023-06-22T00:00:00.000,CA,24
2730,2023-06-23T00:00:00.000,CA,14
2731,2023-06-24T00:00:00.000,CA,31
2732,2023-06-25T00:00:00.000,CA,91
2733,2023-06-26T00:00:00.000,CA,99
2734,2023-06-27T00:00:00.000,CA,90
2735,2023-06-28T00:00:00.000,CA,90
2736,2023-06-29T00:00:00.000,CA,84
2737,2023-06-30T00:00:00.000,CA,76
2738,2023-07-01T00:00:00.000,CA,43
2739,2023-07-02T00:00:00.000,CA,40
2740,2023-07-03T00:00:00.000,CA,17
2741,2023-07-04T00:00:00.000,CA,4
2742,2023-07-05T00:00:00.000,CA,47
2743,2023-07-06T00:00:00.000,CA,27
2744,2023-07-07T00:00:00.000,CA,68
2745,2023-07-08T00:00:00.000,CA,18
2746,2023-07-09T00:00:00.000,CA,90
2747,2023-07-10T00:00:00.000,CA,59
2748,2023-07-11T00:00:00.000,CA,11
2749,2023-07-12T00:00:00.000,CA,78
2750,2023-07-13T00:00:00.000,CA,14
2751,2023-07-14T00:00:00.000,CA,59
2752,2023-07-15T00:00:00.000,CA,46
2753,2023-07-16T00:00:00.000,CA,67
2754,2023-07-17T00:00:00.000,CA,4
2755,2023-07-18T00:00:00.000,CA,68
2756,2023-07-19T00:00:00.000,CA,58
2757,2023-07-20T00:00:00.000,CA,56
2758,2023-07-21T00:00:00.000,CA,92
2759,2023-07-22T00:00:00.000,CA,91
2760,2023-07-23T00:00:00.000,CA,11
2761,2023-07-24T00:00:00.000,CA,42
2762,2023-07-25T00:00:00.000,CA,22
2763,2023-07-26T00:00:00.000,CA,7
2764,2023-07-27T00:00:00.000,CA,75
2765,2023-07-28T00:00:00.000,CA,14
2766,2023-07-29T00:00:00.000,CA,61
2767,2023-07-30T00:00:00.000,CA,75
2768,2023-07-31T00:00:00.000,CA,30
2769,2023-08-01T00:00:00.000,CA,34
2770,2023-08-02T00:00:00.000,CA,50
2771,2023-08-03T00:00:00.000,CA,98
2772,2023-08-04T00:00:00.000,CA,51
2773,2023-08-05T00:00:00.000,CA,9
2774,2023-08-06T00:00:00.000,CA,83
2775,2023-08-07T00:00:00.000,CA,48
2776,2023-08-08T00:00:00.000,CA,87
2777,2023-08-09T00:00:00.000,CA,98
2778,2023-08-10T00:00:00.000,CA,65
2779,2023-08-11T00:00:00.000,CA,42
2780,2023-08-12T00:00:00.000,CA,36
2781,2023-08-13T00:00:00.000,CA,99
2782,2023-08-14T00:00:00.000,CA,37
2783,2023-08-15T00:00:00.000,CA,49
2784,2023-08-16T00:00:00.000,CA,33
2785,2023-08-17T00:00:00.000,CA,93
2786,2023-08-18T00:00:00.000,CA,87
2787,2023-08-19T00:00:00.000,CA,80
2788,2023-08-20T00:00:00.000,CA,5
2789,2023-08-21T00:00:00.000,CA,72
2790,2023-08-22T00:00:00.000,CA,60
2791,2023-08-23T00:00:00.000,CA,41
2792,2023-08-24T00:00:00.000,CA,71
2793,2023-08-25T00:00:00.000,CA,80
2794,2023-08-26T00:00:00.000,CA,84
2795,2023-08-27T00:00:00.000,CA,95
2796,2023-08-28T00:00:00.000,CA,90
2797,2023-08-29T00:00:00.000,CA,97
2798,2023-08-30T00:00:00.000,CA,28
2799,2023-08-31T00:00:00.000,CA,69
2800,2023-09-01T00:00:00.000,CA,44
2801,2023-09-02T00:00:00.000,CA,62
2802,2023-09-03T00:00:00.000,CA,22
2803,2023-09-04T00:00:00.000,CA,14
2804,2023-09-05T00:00:00.000,CA,98
2805,2023-09-06T00:00:00.000,CA,48
2806,2023-09-07T00:00:00.000,CA,82
2807,2023-09-08T00:00:00.000,CA,83
2808,2023-09-09T00:00:00.000,CA,94
2809,2023-09-10T00:00:00.000,CA,97
2810,2023-09-11T00:00:00.000,CA,70
2811,2023-09-12T00:00:00.000,CA,16
2812,2023-09-13T00:00:00.000,CA,5
2813,2023-09-14T00:00:00.000,CA,66
2814,2023-09-15T00:00:00.000,CA,19
2815,2023-09-16T00:00:00.000,CA,13
2816,2023-09-17T00:00:00.000,CA,38
2817,2023-09-18T00:00:00.000,CA,45
2818,2023-09-19T00:00:00.000,CA,30
2819,2023-09-20T00:00:00.000,CA,68
2820,2023-09-21T00:00:00.000,CA,63
2821,2023-09-22T00:00:00.000,CA,18
2822,2023-09-23T00:00:00.000,CA,96
2823,2023-09-24T00:00:00.000,CA,82
2824,2023-09-25T00:00:00.000,CA,25
2825,2023-09-26T00:00:00.000,CA,32
2826,2023-09-27T00:00:00.000,CA,59
2827,2023-09-28T00:00:00.000,CA,26
2828,2023-09-29T00:00:00.000,CA,5
2829,2023-09-30T00:00:00.000,CA,88
2830,2023-10-01T00:00:00.000,CA,52
2831,2023-10-02T00:00:00.000,CA,95
2832,2023-10-03T00:00:00.000,CA,99
2833,2023-10-04T00:00:00.000,CA,17
2834,2023-10-05T00:00:00.000,CA,41
2835,2023-10-06T00:00:00.000,CA,25
2836,2023-10-07T00:00:00.000,CA,75
2837,2023-10-08T00:00:00.000,CA,19
2838,2023-10-09T00:00:00.000,CA,35
2839,2023-10-10T00:00:00.000,CA,13
2840,2023-10-11T00:00:00.000,CA,77
2841,2023-10-12T00:00:00.000,CA,20
2842,2023-10-13T00:00:00.000,CA,6
2843,2023-10-14T00:00:00.000,CA,76
2844,2023-10-15T00:00:00.000,CA,70
2845,2023-10-16T00:00:00.000,CA,49
2846,2023-10-17T00:00:00.000,CA,95
2847,2023-10-18T00:00:00.000,CA,51
2848,2023-10-19T00:00:00.000,CA,2
2849,2023-10-20T00:00:00.000,CA,26
2850,2023-10-21T00:00:00.000,CA,80
2851,2023-10-22T00:00:00.000,CA,70
2852,2023-10-23T00:00:00.000,CA,6
2853,2023-10-24T00:00:00.000,CA,30
2854,2023-10-25T00:00:00.000,CA,30
2855,2023-10-26T00:00:00.000,CA,34
2856,2023-10-27T00:00:00.000,CA,48
2857,2023-10-28T00:00:00.000,CA,39
2858,2023-10-29T00:00:00.000,CA,67
2859,2023-10-30T00:00:00.000,CA,33
2860,2023-10-31T00:00:00.000,CA,3
2861,2023-11-01T00:00:00.000,CA,18
2862,2023-11-02T00:00:00.000,CA,85
2863,2023-11-03T00:00:00.000,CA,90
2864,2023-11-04T00:00:00.000,CA,12
2865,2023-11-05T00:00:00.000,CA,46
2866,2023-11-06T00:00:00.000,CA,58
2867,2023-11-07T00:00:00.000,CA,65
2868,2023-11-08T00:00:00.000,CA,87
2869,2023-11-09T00:00:00.000,CA,9
2870,2023-11-10T00:00:00.000,CA,20
2871,2023-11-11T00:00:00.000,CA,68
2872,2023-11-12T00:00:00.000,CA,16
2873,2023-11-13T00:00:00.000,CA,66
2874,2023-11-14T00:00:00.000,CA,97
2875,2023-11-15T00:00:00.000,CA,82
2876,2023-11-16T00:00:00.000,CA,53
2877,2023-11-17T00:00:00.000,CA,78
2878,2023-11-18T00:00:00.000,CA,94
2879,2023-11-19T00:00:00.000,CA,62
2880,2023-11-20T00:00:00.000,CA,19
2881,2023-11-21T00:00:00.000,CA,72
2882,2023-11-22T00:00:00.000,CA,99
2883,2023-11-23T00:00:00.000,CA,3
2884,2023-11-24T00:00:00.000,CA,79
2885,2023-11-25T00:00:00.000,CA,76
2886,2023-11-26T00:00:00.000,CA,94
2887,2023-11-27T00:00:00.000,CA,74
2888,2023-11-28T00:00:00.000,CA,93
2889,2023-11-29T00:00:00.000,CA,69
2890,2023-11-30T00:00:00.000,CA,99
2891,2023-12-01T00:00:00.000,CA,18
2892,2023-12-02T00:00:00.000,CA,25
2893,2023-12-03T00:00:00.000,CA,21
2894,2023-12-04T00:00:00.000,CA,86
2895,2023-12-05T00:00:00.000,CA,6
2896,2023-12-06T00:00:00.000,CA,40
2897,2023-12-07T00:00:00.000,CA,98
2898,2023-12-08T00:00:00.000,CA,60
2899,2023-12-09T00:00:00.000,CA,40
2900,2023-12-10T00:00:00.000,CA,88
2901,2023-12-11T00:00:00.000,CA,59
2902,2023-12-12T00:00:00.000,CA,33
2903,2023-12-13T00:00:00.000,CA,61
2904,2023-12-14T00:00:00.000,CA,57
2905,2023-12-15T00:00:00.000,CA,2
2906,2023-12-16T00:00:00.000,CA,25
2907,2023-12-17T00:00:00.000,CA,81
2908,2023-12-18T00:00:00.000,CA,26
2909,2023-12-19T00:00:00.000,CA,29
2910,2023-12-20T00:00:00.000,CA,94
2911,2023-12-21T00:00:00.000,CA,50
2912,2023-12-22T00:00:00.000,CA,55
2913,2023-12-23T00:00:00.000,CA,82
2914,2023-12-24T00:00:00.000,CA,45
2915,2023-12-25T00:00:00.000,CA,83
2916,2023-12-26T00:00:00.000,CA,34
2917,2023-12-27T00:00:00.000,CA,83
2918,2023-12-28T00:00:00.000,CA,3
2919,2023-12-29T00:00:00.000,CA,23
2920,2023-12-30T00:00:00.000,CA,31
2921,2023-12-31T00:00:00.000,CA,67
2922,2020-01-01T00:00:00.000,US,99
2923,2020-01-02T00:00:00.000,US,31
2924,2020-01-03T00:00:00.000,US,8
2925,2020-01-04T00:00:00.000,US,45
2926,2020-01-05T00:00:00.000,US,34
2927,2020-01-06T00:00:00.000,US,62
2928,2020-01-07T00:00:00.000,US,48
2929,2020-01-08T00:00:00.000,US,34
2930,2020-01-09T00:00:00.000,US,23
2931,2020-01-10T00:00:00.000,US,19
2932,2020-01-11T00:00:00.000,US,26
2933,2020-01-12T00:00:00.000,US,83
2934,2020-01-13T00:00:00.000,US,7
2935,2020-01-14T00:00:00.000,US,78
2936,2020-01-15T00:00:00.000,US,29
2937,2020-01-16T00:00:00.000,US,68
2938,2020-01-17T00:00:00.000,US,68
2939,2020-01-18T00:00:00.000,US,40
2940,2020-01-19T00:00:00.000,US,31
2941,2020-01-20T00:00:00.000,US,39
2942,2020-01-21T00:00:00.000,US,61
2943,2020-01-22T00:00:00.000,US,24
2944,2020-01-23T00:00:00.000,US,20
2945,2020-01-24T00:00:00.000,US,92
2946,2020-01-25T00:00:00.000,US,24
2947,2020-01-26T00:00:00.000,US,47
2948,2020-01-27T00:00:00.000,US,43
2949,2020-01-28T00:00:00.000,US,42
2950,2020-01-29T00:00:00.000,US,58
2951,2020-01-30T00:00:00.000,US,62
2952,2020-01-31T00:00:00.000,US,90
2953,2020-02-01T00:00:00.000,US,56
2954,2020-02-02T00:00:00.000,US,63
2955,2020-02-03T00:00:00.000,US,22
2956,2020-02-04T00:00:00.000,US,18
2957,2020-02-05T00:00:00.000,US,95
2958,2020-02-06T00:00:00.000,US,68
2959,2020-02-07T00:00:00.000,US,28
2960,2020-02-08T00:00:00.000,US,24
2961,2020-02-09T00:00:00.000,US,34
2962,2020-02-10T00:00:00.000,US,20
2963,2020-02-11T00:00:00.000,US,6
2964,2020-02-12T00:00:00.000,US,15
2965,2020-02-13T00:00:00.000,US,96
2966,2020-02-14T00:00:00.000,US,7
2967,2020-02-15T00:00:00.000,US,54
2968,2020-02-16T00:00:00.000,US,76
2969,2020-02-17T00:00:00.000,US,52
2970,2020-02-18T00:00:00.000,US,81
2971,2020-02-19T00:00:00.000,US,54
2972,2020-02-20T00:00:00.000,US,8
2973,2020-02-21T00:00:00.000,US,90
2974,2020-02-22T00:00:00.000,US,5
2975,2020-02-23T00:00:00.000,US,40
2976,2020-02-24T00:00:00.000,US,75
2977,2020-02-25T00:00:00.000,US,15
2978,2020-02-26T00:00:00.000,US,22
2979,2020-02-27T00:00:00.000,US,77
2980,2020-02-28T00:00:00.000,US,64
2981,2020-02-29T00:00:00.000,US,71
2982,2020-03-01T00:00:00.000,US,92
2983,2020-03-02T00:00:00.000,US,68
2984,2020-03-03T00:00:00.000,US,8
2985,2020-03-04T00:00:00.000,US,57
2986,2020-03-05T00:00:00.000,US,10
2987,2020-03-06T00:00:00.000,US,35
2988,2020-03-07T00:00:00.000,US,12
2989,2020-03-08T00:00:00.000,US,75
2990,2020-03-09T00:00:00.000,US,35
2991,2020-03-10T00:00:00.000,US,30
2992,2020-03-11T00:00:00.000,US,19
2993,2020-03-12T00:00:00.000,US,72
2994,2020-03-13T00:00:00.000,US,49
2995,2020-03-14T00:00:00.000,US,64
2996,2020-03-15T00:00:00.000,US,31
2997,2020-03-16T00:00:00.000,US,11
2998,2020-03-17T00:00:00.000,US,97
2999,2020-03-18T00:00:00.000,US,94
3000,2020-03-19T00:00:00.000,US,99
3001,2020-03-20T00:00:00.000,US,78
3002,2020-03-21T00:00:00.000,US,22
3003,2020-03-22T00:00:00.000,US,20
3004,2020-03-23T00:00:00.000,US,18
3005,2020-03-24T00:00:00.000,US,97
3006,2020-03-25T00:00:00.000,US,27
3007,2020-03-26T00:00:00.000,US,81
3008,2020-03-27T00:00:00.000,US,9
3009,2020-03-28T00:00:00.000,US,19
3010,2020-03-29T00:00:00.000,US,97
3011,2020-03-30T00:00:00.000,US,18
3012,2020-03-31T00:00:00.000,US,84
3013,2020-04-01T00:00:00.000,US,91
3014,2020-04-02T00:00:00.000,US,56
3015,2020-04-03T00:00:00.000,US,85
3016,2020-04-04T00:00:00.000,US,81
3017,2020-04-05T00:00:00.000,US,6
3018,2020-04-06T00:00:00.000,US,66
3019,2020-04-07T00:00:00.000,US,34
3020,2020-04-08T00:00:00.000,US,95
3021,2020-04-09T00:00:00.000,US,32
3022,2020-04-10T00:00:00.000,US,12
3023,2020-04-11T00:00:00.000,US,95
3024,2020-04-12T00:00:00.000,US,10
3025,2020-04-13T00:00:00.000,US,31
3026,2020-04-14T00:00:00.000,US,0
3027,2020-04-15T00:00:00.000,US,24
3028,2020-04-16T00:00:00.000,US,92
3029,2020-04-17T00:00:00.000,US,80
3030,2020-04-18T00:00:00.000,US,74
3031,2020-04-19T00:00:00.000,US,94
3032,2020-04-20T00:00:00.000,US,16
3033,2020-04-21T00:00:00.000,US,16
3034,2020-04-22T00:00:00.000,US,81
3035,2020-04-23T00:00:00.000,US,21
3036,2020-04-24T00:00:00.000,US,41
3037,2020-04-25T00:00:00.000,US,62
3038,2020-04-26T00:00:00.000,US,34
3039,2020-04-27T00:00:00.000,US,52
3040,2020-04-28T00:00:00.000,US,86
3041,2020-04-29T00:00:00.000,US,18
3042,2020-04-30T00:00:00.000,US,79
3043,2020-05-01T00:00:00.000,US,50
3044,2020-05-02T00:00:00.000,US,82
3045,2020-05-03T00:00:00.000,US,50
3046,2020-05-04T00:00:00.000,US,85
3047,2020-05-05T00:00:00.000,US,50
3048,2020-05-06T00:00:00.000,US,91
3049,2020-05-07T00:00:00.000,US,49
3050,2020-05-08T00:00:00.000,US,43
3051,2020-05-09T00:00:00.000,US,29
3052,2020-05-10T00:00:00.000,US,11
3053,2020-05-11T00:00:00.000,US,86
3054,2020-05-12T00:00:00.000,US,69
